,house_type,price,address,square,object_type,latitude,longitude,year_of_construction,building_type,rooms,sauna
835,"Kerrostalo, 1995",898,"KALAONNENTIE 3 B, Tiistilä, Espoo",50.5,2H+KK+S,60.15597595,24.728169372070795,1995.0,Kerrostalo,2,False
836,"Kerrostalo, 2016",805,"Niittysillankulma 2 F, Niittykumpu, Espoo",35.0,1h+kt,60.1696563,24.7656265,2016.0,Kerrostalo,1,False
865,"Kerrostalo, 2011",975,"Linnatullinkatu 1, Leppävaara, Espoo",44.5,2h+kk,60.21887905,24.808307901899408,2011.0,Kerrostalo,2,False
866,"Kerrostalo, 2011",860,"Linnatullinkatu 1, Leppävaara, Espoo",35.0,1h+kt,60.21887905,24.808307901899408,2011.0,Kerrostalo,1,False
867,"Kerrostalo, 2011",1075,"Linnatullinkatu 1, Leppävaara, Espoo",50.5,2h+kt,60.21887905,24.808307901899408,2011.0,Kerrostalo,2,False
868,"Kerrostalo, 1976",1078,"Kirstintie 30, Suvela, Espoo",77.0,3H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,3,False
869,"Kerrostalo, 1973",840,"Kivenlahdenkatu 5, Kivenlahti, Espoo",62.0,2H+K,60.1528359,24.634397,1973.0,Kerrostalo,2,False
870,Kerrostalo,932,"Porarinkatu 3, Leppävaara, Espoo",16.0,1h+1minik+kph+wc,60.2253557,24.8203775,,Kerrostalo,1,False
872,"Kerrostalo, 2017",847,"Armas Launiksen katu 1 A, Leppävaara, Espoo",36.0,1 H + KT,60.22081225,24.81998314859124,2017.0,Kerrostalo,1,False
873,"Kerrostalo, 2021",1185,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",64.5,3H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,3,False
874,"Kerrostalo, 2021",730,"Kaarlo Sarkian katu 1 C, Vermonniitty, Espoo",29.0,1h+kt,60.2150821,24.8341062,2021.0,Kerrostalo,1,False
875,"Kerrostalo, 2021",735,"Kaarlo Sarkian katu 1 C, Vermonniitty, Espoo",29.0,1h+kt,60.2150821,24.8341062,2021.0,Kerrostalo,1,False
876,"Kerrostalo, 2023",819,"Runoratsunkatu 15 A, Leppävaara, Espoo",33.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
877,"Kerrostalo, 2023",819,"Runoratsunkatu 15 A, Leppävaara, Espoo",33.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
878,"Kerrostalo, 2023",819,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
879,"Kerrostalo, 2023",769,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
880,"Kerrostalo, 2023",849,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
881,"Kerrostalo, 2023",719,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
882,"Kerrostalo, 2023",769,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
883,"Kerrostalo, 2023",849,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
884,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
885,"Kerrostalo, 2023",849,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
886,"Kerrostalo, 2023",879,"Runoratsunkatu 15 A, Leppävaara, Espoo",33.0,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
887,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
888,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
889,"Kerrostalo, 2023",1899,"Runoratsunkatu 15 A, Leppävaara, Espoo",61.0,3h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,3,False
890,"Kerrostalo, 2023",879,"Runoratsunkatu 15 A, Leppävaara, Espoo",33.0,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
891,"Kerrostalo, 2023",849,"Runoratsunkatu 15 A, Leppävaara, Espoo",33.0,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
892,"Kerrostalo, 2023",859,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
893,"Kerrostalo, 2023",1149,"Runoratsunkatu 15 A, Leppävaara, Espoo",38.5,2h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,2,False
894,"Kerrostalo, 2023",819,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
895,"Kerrostalo, 2023",849,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
896,"Kerrostalo, 2023",849,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
897,"Kerrostalo, 2023",1199,"Runoratsunkatu 15 A, Leppävaara, Espoo",38.5,2h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,2,False
898,"Kerrostalo, 2023",799,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
899,"Kerrostalo, 2023",799,"Runoratsunkatu 15 A, Leppävaara, Espoo",32.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
900,"Kerrostalo, 2023",769,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
901,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
902,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
903,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
904,"Kerrostalo, 2023",859,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
905,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
906,"Kerrostalo, 2023",839,"Runoratsunkatu 15 A, Leppävaara, Espoo",26.5,1h+kt,60.2151468,24.8283919,2023.0,Kerrostalo,1,False
907,"Kerrostalo, 2012",930,"Lotankatu 1, Painiitty, Espoo",53.0,2h+kt,60.235279,24.8319962,2012.0,Kerrostalo,2,False
908,"Kerrostalo, 2012",855,"Lotankatu 1, Painiitty, Espoo",48.5,2h+kt,60.235279,24.8319962,2012.0,Kerrostalo,2,False
909,"Kerrostalo, 2016",813,"Maakirjantie 1, Suurpelto, Espoo",40.5,2h+kt,60.1844025,24.7433777,2016.0,Kerrostalo,2,False
910,Kerrostalo,1391,"Porarinkatu 3, Leppävaara, Espoo",50.0,2h+k+kph+s+wc,60.2253557,24.8203775,,Kerrostalo,2,True
911,Kerrostalo,832,"Ullanmäentie 13, Sepänkylä, Espoo",52.0,2h + k + p,60.2063538,24.7013425,,Kerrostalo,2,False
912,"Kerrostalo, 1997",948,"Norppatie 8, Iivisniemi, Espoo",46.5,2H+KT+S,60.14781495,24.70213465,1997.0,Kerrostalo,2,False
913,"Kerrostalo, 1976",1078,"Kirstintie 30, Suvela, Espoo",77.0,3H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,3,False
914,"Kerrostalo, 2012",729,"Adjutantinkatu 3 B, Mäkkylä, Espoo",29.5,1h+alk+kk,60.2219895,24.8325206,2012.0,Kerrostalo,1,False
915,"Kerrostalo, 1995",855,"Kiltakuja 5, Espoon Keskus, Espoo",44.0,2h+kk+s,60.20028575,24.654434950642028,1995.0,Kerrostalo,2,True
916,"Kerrostalo, 2018",789,"Multahaankuja 8 A, Kilo, Espoo",30.0,1 H + KT,60.2221151,24.787772335551853,2018.0,Kerrostalo,1,False
919,"Kerrostalo, 2003",935,"Rauhalanpuisto 4, Matinkylä, Espoo",44.0,2H+KT+S,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,2,False
921,"Kerrostalo, 2021",870,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",40.0,2H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,2,False
922,"Kerrostalo, 1970",855,"YLISTÖRMÄ 1 B, Olari, Espoo",47.0,2 H + KK,60.1771642,24.738033,1970.0,Kerrostalo,2,False
923,"Kerrostalo, 2017",834,"Ullanmäentie 14, Ymmersta, Espoo",43.5,2h+kt,60.2064693,24.70977499474573,2017.0,Kerrostalo,2,False
924,"Kerrostalo, 2021",830,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",34.5,2H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,2,False
925,"Kerrostalo, 2011",995,"Lyhtykuja 2, Tuomarila, Espoo",60.5,2h+k+s,60.20640965,24.67408561785326,2011.0,Kerrostalo,2,True
926,"Kerrostalo, 2021",765,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",29.0,1H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,1,False
927,"Kerrostalo, 2021",840,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",34.5,2H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,2,False
928,"Kerrostalo, 2021",915,"Anna Sahlsténin katu 8, Vermonniitty, Espoo",43.5,2H+KT,60.2134498,24.827665990273864,2021.0,Kerrostalo,2,False
929,"Kerrostalo, 2019",845,"Runoratsunkatu 1, Vermonniitty, Espoo",39.0,1H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,1,False
930,"Kerrostalo, 1996",849,"Postipuuntie 10, Leppävaara, Espoo",48.5,2H+KK+S,60.222205,24.82194200170065,1996.0,Kerrostalo,2,False
931,"Kerrostalo, 2019",835,"Runoratsunkatu 1, Vermonniitty, Espoo",38.5,1H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,1,False
932,"Kerrostalo, 2022",790,"Kirstinmäki 6 C, Suvela, Espoo",30.0,1H+KT+ranskalainen parveke,60.2019535,24.665795,2022.0,Kerrostalo,1,True
933,"Kerrostalo, 2010",850,"Klariksentie 2, Suurpelto, Espoo",44.0,2H+KK,60.1839623,24.7409251,2010.0,Kerrostalo,2,False
934,"Kerrostalo, 2010",915,"Klariksentie 2, Suurpelto, Espoo",59.5,2H+K,60.1839623,24.7409251,2010.0,Kerrostalo,2,False
935,"Kerrostalo, 2016",595,"Lasiportti 2, Kauklahti, Espoo",28.0,1h+kt,60.1837478,24.5804782,2016.0,Kerrostalo,1,False
936,"Kerrostalo, 2002",1078,"Maailman-Matti 2 A, Matinkylä, Espoo",53.0,2H+KK+S,60.1624288,24.7395988,2002.0,Kerrostalo,2,False
937,"Kerrostalo, 2021",1165,"Peuraniitty 1 E, Sepänkylä, Espoo",65.0,3h+kt,60.204458,24.7380923,2021.0,Kerrostalo,3,False
938,"Kerrostalo, 2016",762,"Saunalahdenkatu 1 B, Saunalahti, Espoo",39.0,1h+kt,60.1683515,24.6191213,2016.0,Kerrostalo,1,False
939,"Kerrostalo, 1991",789,"Viirikuja 1 A, Kiltakallio, Espoo",43.0,2H+KK+S,60.19940675,24.656579015554254,1991.0,Kerrostalo,2,False
940,"Kerrostalo, 2023",1400,"Yläkartanontie 19, Soukka, Espoo",82.0,4h+kt+s,60.144045,24.674227,2023.0,Kerrostalo,4,True
941,"Kerrostalo, 2023",1245,"Yläkartanontie 19, Soukka, Espoo",69.5,3h+kt+s,60.144045,24.674227,2023.0,Kerrostalo,3,True
942,"Kerrostalo, 2023",685,"Yläkartanontie 19, Soukka, Espoo",31.0,1h+kt,60.144045,24.674227,2023.0,Kerrostalo,1,False
943,"Kerrostalo, 2023",1150,"Yläkartanontie 19, Soukka, Espoo",63.0,3h+kt+s,60.144045,24.674227,2023.0,Kerrostalo,3,True
944,"Kerrostalo, 2023",700,"Yläkartanontie 19, Soukka, Espoo",31.0,1h+kt,60.144045,24.674227,2023.0,Kerrostalo,1,False
945,"Kerrostalo, 1972",679,"Alakartanontie 13 C, Soukka, Espoo",31.0,1h+kk,60.1349115,24.6692921,1972.0,Kerrostalo,1,False
946,"Kerrostalo, 1980",817,"Joupinmäensyrjä 4, Suvela, Espoo",49.5,2H+KK,60.20352785,24.67376176994449,1980.0,Kerrostalo,2,False
947,"Kerrostalo, 1989",1420,"Armas Launiksen katu 8, Leppävaara, Espoo",31.0,1h+kk+kph+s+p,60.22154655,24.817207947627217,1989.0,Kerrostalo,1,True
948,"Kerrostalo, 2003",765,"Ratsukatu 4 B, Leppävaara, Espoo",29.5,1H+KK+P,60.2180784,24.8076583,2003.0,Kerrostalo,1,False
949,"Kerrostalo, 1987",1300,"Madetie 3, Haukilahti, Espoo",71.0,3h + k + sauna-kph+wc,60.1629822,24.77891354309955,1987.0,Kerrostalo,3,True
950,"Kerrostalo, 2018",1720,"Suurpellon puistokatu 12, Suurpelto, Espoo",100.5,3H+KT+TYÖTILA,60.18615285,24.74278024178633,2018.0,Kerrostalo,3,False
952,"Kerrostalo, 1969",950,"Matinraitti 9, Matinkylä, Espoo",56.0,2h+k,60.15784345,24.74651265,1969.0,Kerrostalo,2,False
953,"Kerrostalo, 2018",833,"Koivu-Mankkaan tie 1, Tapiola, Espoo",29.0,1H+KT,60.1747538,24.7808189,2018.0,Kerrostalo,1,False
954,"Kerrostalo, 1976",1348,"Kirstintie 30, Suvela, Espoo",95.0,4H+K,60.2054793,24.672989876694857,1976.0,Kerrostalo,4,False
955,"Kerrostalo, 2022",1320,"Niittykummuntie 12 C, Niittykumpu, Espoo",65.0,3h+kt,60.17051,24.759057,2022.0,Kerrostalo,3,False
956,"Kerrostalo, 2020",1189,"Majurinkatu 3 B, Vermonniitty, Espoo",63.0,3h+kt+s,60.2136788,24.8266391,2020.0,Kerrostalo,3,True
957,"Kerrostalo, 2019",930,"Runoratsunkatu 1, Vermonniitty, Espoo",48.5,2H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,2,False
958,"Kerrostalo, 2019",915,"Runoratsunkatu 1, Vermonniitty, Espoo",48.0,2H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,2,False
959,"Kerrostalo, 2019",900,"Runoratsunkatu 1, Vermonniitty, Espoo",45.5,2H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,2,False
960,"Kerrostalo, 2012",855,"Piilipuuntie 25, Suurpelto, Espoo",43.5,2H+KT,60.1886844,24.738878867013028,2012.0,Kerrostalo,2,False
961,"Kerrostalo, 2019",930,"Runoratsunkatu 1, Vermonniitty, Espoo",49.0,2h+kt,60.21494765,24.82770161825399,2019.0,Kerrostalo,2,False
962,"Kerrostalo, 2019",925,"Runoratsunkatu 1, Vermonniitty, Espoo",49.0,2H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,2,False
963,"Kerrostalo, 2012",817,"Rastasniityntie 1, Laaksolahti, Espoo",42.5,1H+KT,60.23275795000001,24.75245941649189,2012.0,Kerrostalo,1,False
964,"Kerrostalo, 1965",799,"Kotkatie 6 I, Karakallio, Espoo",47.0,2h+kk,60.2290148,24.7619614,1965.0,Kerrostalo,2,False
966,"Kerrostalo, 2015",938,"Ulappakatu 1 F, Espoonlahti, Espoo",50.0,2h+kt+s,60.1513356,24.6554646,2015.0,Kerrostalo,2,True
967,"Kerrostalo, 1997",1198,"Nassakkakuja 4, Matinkylä, Espoo",65.5,3H+KT+S,60.15862805,24.730711694342126,1997.0,Kerrostalo,3,False
968,"Kerrostalo, 2012",860,"Piilipuuntie 25, Suurpelto, Espoo",43.5,2H+KT,60.1886844,24.738878867013028,2012.0,Kerrostalo,2,False
969,"Kerrostalo, 2019",910,"Runoratsunkatu 1, Vermonniitty, Espoo",45.0,2H+KT,60.21494765,24.82770161825399,2019.0,Kerrostalo,2,False
970,Kerrostalo,628,"Aallonhuippu 4, Espoonlahti, Espoo",14.0,1h+jaettu kph+yhteistilat,60.15103405,24.637746940553647,,Kerrostalo,1,True
971,"Kerrostalo, 2003",1295,"Puntaritie 5, Matinkylä, Espoo",73.5,3H+K+S,60.16205205,24.73470808694716,2003.0,Kerrostalo,3,False
972,"Kerrostalo, 1977",680,"Sepetlahdentie 10, Matinkylä, Espoo",33.5,1h + avok + kh + eteinen,60.15234465,24.743478645077985,1977.0,Kerrostalo,1,False
973,"Kerrostalo, 2022",790,"Kirstinmäki 6 D, Suvela, Espoo",30.0,1H+KT+ranskalainen parveke,60.2019535,24.665795,2022.0,Kerrostalo,1,True
974,"Kerrostalo, 2022",750,"Rälssitilankuja 4, Niittykumpu, Espoo",26.5,1h+kt+p,60.17124965,24.75686673341809,2022.0,Kerrostalo,1,False
975,"Kerrostalo, 2003",1021,"PIISPANKALLIONPÄÄ 2 A, Olari, Espoo",55.5,2 H + KK + S,60.1658492,24.7437241,2003.0,Kerrostalo,2,False
976,"Kerrostalo, 2020",872,"Niittykatu 10 D, Niittykumpu, Espoo",36.0,2h+kt,60.1680961,24.7597099,2020.0,Kerrostalo,2,False
977,"Kerrostalo, 2015",1000,"Porarinkatu 1, Leppävaara, Espoo",15.0,1h+kph+yhteistilat,60.2251893,24.8213541,2015.0,Kerrostalo,1,True
978,"Kerrostalo, 1973",729,"Aalto 4 D, Kivenlahti, Espoo",38.5,1h+k,60.1500555,24.6392372,1973.0,Kerrostalo,1,False
979,"Kerrostalo, 1991",939,"Asemakuja 3, Espoon keskus, Espoo",60.5,2H+K,60.2051065,24.6604885,1991.0,Kerrostalo,2,False
980,"Kerrostalo, 2013",1323,"Vanha Muuralantie 2, Espoo",26.0,1h+ak+kph+s+wc,60.2117536,24.642198969977592,2013.0,Kerrostalo,1,True
982,"Kerrostalo, 2012",949,"Rastasniityntie 1, Laaksolahti, Espoo",55.0,2H+KT+S,60.23275795000001,24.75245941649189,2012.0,Kerrostalo,2,False
983,"Kerrostalo, 1972",849,"Alakartanontie 13 B, Soukka, Espoo",56.0,2h+kk,60.1349115,24.6692921,1972.0,Kerrostalo,2,False
984,"Kerrostalo, 2010",839,"Klariksentie 2, Suurpelto, Espoo",50.0,2H+TPK,60.1839623,24.7409251,2010.0,Kerrostalo,2,False
985,"Kerrostalo, 2021",903,"Henttaan puistokatu 18 A-C, Suurpelto, Espoo",49.5,2h+kt,60.1901271,24.741484,2021.0,Kerrostalo,2,False
987,"Kerrostalo, 1997",815,"Komentajankatu 4 B 26, Perkkaa, Espoo",36.0,1 h + kk + p,60.2169806,24.8218221,1997.0,Kerrostalo,1,False
988,"Kerrostalo, 1986",930,"Merivirta 17 B, Kivenlahti, Espoo",56.5,"2h, k, kph, vh, terassipiha",60.1540657,24.6376492,1986.0,Kerrostalo,2,True
989,"Kerrostalo, 2016",779,"Magneettikatu 8 A, Saunalahti, Espoo",37.0,2h+k,60.1694759,24.61710707713185,2016.0,Kerrostalo,2,False
990,"Kerrostalo, 1974",899,"Kuunsirppi 6 A, Olari, Espoo",60.0,2h+k,60.1733752,24.723572759361463,1974.0,Kerrostalo,2,False
991,"Kerrostalo, 1998",829,"Ruotutorppa 8 A, Kilo, Espoo",46.0,2h+kk,60.21822165,24.77874514040316,1998.0,Kerrostalo,2,False
992,"Kerrostalo, 2019",1071,"Tyyrpuuri 4 A, Saunalahti, Espoo",57.0,3h+kt,60.1655878,24.6240985,2019.0,Kerrostalo,3,False
994,"Kerrostalo, 1999",865,"Tuomarilankatu 5, Tuomarila, Espoo",42.0,1H+TK+S,60.20449675,24.681096287491567,1999.0,Kerrostalo,1,False
995,"Kerrostalo, 2019",810,"Ajurinkuja 1, Leppävaara, Espoo",36.0,1H+KT,60.2267315,24.8129451,2019.0,Kerrostalo,1,False
996,"Kerrostalo, 2011",840,"Asemakuja 1, Espoon keskus, Espoo",41.5,2H+KK,60.20443285,24.65972513135152,2011.0,Kerrostalo,2,False
999,"Kerrostalo, 2000",1399,"Ullantorpantie 1, Ymmersta, Espoo",91.0,4H+K+S,60.2055182,24.70401769167017,2000.0,Kerrostalo,4,False
1000,"Kerrostalo, 1971",899,"Kalasääksentie 6, Karakallio, Espoo",56.0,2H+K,60.2307683,24.77437544472881,1971.0,Kerrostalo,2,False
1001,"Kerrostalo, 2021",1455,"Marinportti 4 A, Kivenlahti, Espoo",70.0,3h+kt+s,60.1568905,24.6258447,2021.0,Kerrostalo,3,True
1002,"Kerrostalo, 2021",1460,"Marinportti 4 A, Kivenlahti, Espoo",70.0,3h+kt+s,60.1568905,24.6258447,2021.0,Kerrostalo,3,True
1003,"Kerrostalo, 2017",914,"Matinkallio 7 A, Matinkylä, Espoo",46.0,2h+kt,60.16393845,24.74721723337717,2017.0,Kerrostalo,2,False
1004,"Kerrostalo, 1965",1195,"Pitkänkalliontie 9 B, Haukilahti, Espoo",55.0,3h+k,60.1575162,24.7789933,1965.0,Kerrostalo,3,False
1005,"Kerrostalo, 1974",1090,"Joupinmäenrinne 6, Suvela, Espoo",76.0,3H+K,60.20343895,24.67494404576739,1974.0,Kerrostalo,3,False
1006,"Kerrostalo, 1994",859,"Kyyhkysmäki 16 C, Leppävaara, Espoo",45.5,2h+kk+s,60.2287889,24.8135014,1994.0,Kerrostalo,2,True
1007,"Kerrostalo, 2021",1130,"Peuraniitty 1 E, Sepänkylä, Espoo",66.0,3h+kt,60.204458,24.7380923,2021.0,Kerrostalo,3,False
1008,"Kerrostalo, 2020",752,"Suurpellon puistokatu 7 B, Suurpelto, Espoo",29.0,1h+kt,60.1844255,24.7442586,2020.0,Kerrostalo,1,False
1009,"Rivitalo, 2011",880,"Pohjoisviitta 1 B, Saunalahti, Espoo",49.0,2h+kk+s,60.1661347,24.611856,2011.0,Rivitalo,2,True
1010,"Kerrostalo, 1970",600,"Kalasääksentie 3 B, Karakallio, Espoo",27.0,1h + k + lasitettu parveke,60.2312289,24.7742075,1970.0,Kerrostalo,1,True
1011,"Kerrostalo, 2020",1199,"Majurinkatu 3 C, Vermonniitty, Espoo",66.0,3h+kt,60.213892,24.8266541,2020.0,Kerrostalo,3,False
1012,"Kerrostalo, 2022",850,"Kipparinkatu 4 B, Espoonlahti, Espoo",38.0,2h+kt,60.1505768,24.6483726,2022.0,Kerrostalo,2,False
1013,"Kerrostalo, 2016",725,"Magneettikatu 8 A, Saunalahti, Espoo",30.0,1h+kk+alk,60.1694759,24.61710707713185,2016.0,Kerrostalo,1,False
1014,"Kerrostalo, 2020",1219,"Majurinkatu 3 C, Vermonniitty, Espoo",66.0,3h+kt,60.213892,24.8266541,2020.0,Kerrostalo,3,False
1015,"Kerrostalo, 1971",828,"SAMMALKALLIONTIE 4 A, Olari, Espoo",47.0,2 H + KK,60.17699745,24.73504423656832,1971.0,Kerrostalo,2,False
1016,"Kerrostalo, 2016",1225,"Suurpellon puistokatu 4 B, Suurpelto, Espoo",67.5,3 H + KT + S,60.1844255,24.7442586,2016.0,Kerrostalo,3,False
1017,"Kerrostalo, 2018",895,"Suurpellon puistokatu 14 B, Suurpelto, Espoo",48.0,2h+k,60.1844255,24.7442586,2018.0,Kerrostalo,2,False
1018,"Luhtitalo, 2017",580,"Kauppakumppanintie 2 B, Kauklahti, Espoo",30.0,1h+avok+kph+ranskalainen parveke,60.199306,24.6069061,2017.0,Luhtitalo,1,True
1019,"Kerrostalo, 2014",1975,"Nikkarinkuja 5, Leppävaara, Espoo",39.0,1h+ak+kph,60.22259875,24.816280260905344,2014.0,Kerrostalo,1,False
1021,Kerrostalo,1250,"Tornihaukantie 6, Karakallio, Espoo",45.0,2h + k + p,60.2288499,24.7742764,,Kerrostalo,2,False
1022,Kerrostalo,1250,"Tornihaukantie 6 A, Karakallio, Espoo",45.0,3h + avok + p,60.2283673,24.7764727,,Kerrostalo,3,False
1023,"Kerrostalo, 2020",841,"Uuno Kailaan katu 6, Vermonniitty, Espoo",30.0,1H+KT,60.21290685,24.8318242542036,2020.0,Kerrostalo,1,False
1024,"Kerrostalo, 1966",815,"Elosalamantie 4 A, Tapiola, Espoo",27.0,1h+kk,60.17070885,24.808386022758047,1966.0,Kerrostalo,1,False
1025,"Kerrostalo, 2014",967,"Nihtitorpankuja 3, Kilo, Espoo",57.0,2H+KT,60.20889155,24.75530590941436,2014.0,Kerrostalo,2,False
1026,"Kerrostalo, 1997",929,"Nassakkakuja 4, Matinkylä, Espoo",49.0,2H+KK+S,60.15862805,24.730711694342126,1997.0,Kerrostalo,2,False
1027,"Kerrostalo, 2021",765,"Tulkinkuja 3, Leppävaara, Espoo",28.0,1h+kt+var,60.2243119,24.811420651054327,2021.0,Kerrostalo,1,False
1028,"Kerrostalo, 2021",730,"Tulkinkuja 3, Leppävaara, Espoo",24.0,1h+kt,60.2243119,24.811420651054327,2021.0,Kerrostalo,1,False
1029,"Kerrostalo, 1986",845,"Saarnimäenkuja 4, Saarniraivio, Espoo",58.5,2H+K,60.19752505,24.66633943965521,1986.0,Kerrostalo,2,False
1030,"Kerrostalo, 2018",850,"Saunalahdenkatu 2, Saunalahti, Espoo",42.0,2H+KT,60.1652306,24.6143043,2018.0,Kerrostalo,2,False
1032,"Kerrostalo, 2018",767,"Multahaankuja 6 B, Kilo, Espoo",30.0,1h+kt+ransk.parv,60.221760450000005,24.78753200000001,2018.0,Kerrostalo,1,True
1033,"Kerrostalo, 2017",1249,"Merituulentie 38 A, Niittykumpu, Espoo",66.0,3h+kt,60.17051815,24.762179669938423,2017.0,Kerrostalo,3,False
1034,"Kerrostalo, 1985",1088,"Servinkuja 3, Otaniemi, Espoo",59.0,2H+K,60.1911143,24.8357843,1985.0,Kerrostalo,2,False
1035,"Kerrostalo, 2019",870,"Koivu-Mankkaan tie 1, Tapiola, Espoo",33.0,1H+KT,60.1747538,24.7808189,2019.0,Kerrostalo,1,False
1036,"Kerrostalo, 1998",919,"Tikankolo 6 B, Lintuvaara, Espoo",54.0,2h+k+s,60.2297696,24.8028809,1998.0,Kerrostalo,2,True
1037,"Kerrostalo, 2018",940,"Perilänniitty 2, Vermonniitty, Espoo",49.5,2h+kt+s,60.2165225,24.83287010199864,2018.0,Kerrostalo,2,True
1038,"Kerrostalo, 2011",845,"Asemakuja 1, Espoon keskus, Espoo",42.5,2H+KK,60.20443285,24.65972513135152,2011.0,Kerrostalo,2,False
1039,"Kerrostalo, 2019",725,"Kaarlo Sarkian katu 8, Vermonniitty, Espoo",26.0,1h+kt,60.2141427,24.833649286196646,2019.0,Kerrostalo,1,False
1042,"Kerrostalo, 2003",875,"Aurorankuja 3, Järvenperä, Espoo",46.0,2H+KK+S,60.23762145,24.70271030146685,2003.0,Kerrostalo,2,False
1043,"Kerrostalo, 1972",699,"Aallonhuippu 9, Kivenlahti, Espoo",39.5,1H+K,60.1521886,24.64009925021224,1972.0,Kerrostalo,1,False
1044,"Kerrostalo, 1969",729,"Matinkatu 10 A, Matinkylä, Espoo",27.0,1h+kk,60.1585792,24.7458675,1969.0,Kerrostalo,1,False
