Unnamed: 0,house_type,price,address,square,object_type,price_per_square,year_of_construction,building_type,rooms,sauna,latitude,longitude
1171,"Appartement, 1971",120318,"4 Place Bellecour, Lyon",79.6,"2 pièces, balcon",1512,1971.0,Appartement,2,False,45.8457581,4.7646507
1172,"Maison jumelée, 2016",329792,"27 Rue du Président Édouard Herriot, Lyon",118.2,2 pièces,2790,2016.0,Maison jumelée,2,False,45.7313393,4.9376583
1173,"Maison jumelée, 2018",555589,"5 Rue Garibaldi, Lyon",37.4,4 pièces,14855,2018.0,Maison jumelée,4,False,45.8098749,4.8718688
1174,"Loft, 1996",307804,"5 Rue Garibaldi, Lyon",48.7,"5 pièces, duplex",6320,1996.0,Loft,5,False,45.8663872,4.763108
1175,"Maison de ville, 2013",360899,"17 Rue Pasteur, Lyon",110.4,"3 pièces, ascenseur",3269,2013.0,Maison de ville,3,False,45.7137984,4.9191693
1176,"Loft, 1980",716581,"4 Place Bellecour, Lyon",42.8,"4 pièces, jardin",16743,1980.0,Loft,4,False,45.7521034,4.8980345
1177,"Résidence étudiante, 2019",227481,"8 Avenue Jean Jaurès, Lyon",40.3,4 pièces,5645,2019.0,Résidence étudiante,4,False,45.8414407,4.8663971
1178,"Penthouse, 2012",341001,"92 Quai Perrache, Lyon",98.7,"2 pièces, balcon",3455,2012.0,Penthouse,2,False,45.8145856,4.867357
1179,"Résidence étudiante, 2020",286606,"92 Quai Perrache, Lyon",88.4,"5 pièces, duplex",3242,2020.0,Résidence étudiante,5,False,45.8582484,4.7917764
1180,"Maison individuelle, 2001",700122,"5 Rue Garibaldi, Lyon",27.2,"5 pièces, duplex",25740,2001.0,Maison individuelle,5,False,45.8028148,4.8315042
1181,"Résidence de standing, 1991",632658,"5 Rue Garibaldi, Lyon",27.0,"2 pièces, balcon",23432,1991.0,Résidence de standing,2,False,45.8481783,4.8621415
1182,"Résidence étudiante, 1983",249601,"2 Rue Victor Hugo, Lyon",55.8,"4 pièces, jardin",4473,1983.0,Résidence étudiante,4,False,45.8186524,4.7747465
1183,"Immeuble, 1976",794184,"4 Place Bellecour, Lyon",63.0,1 pièce,12606,1976.0,Immeuble,1,False,45.7058491,4.8401602
1184,"Maison de ville, 2004",561559,"8 Avenue Jean Jaurès, Lyon",74.5,"4 pièces, parking",7538,2004.0,Maison de ville,4,False,45.7272028,4.8147498
1185,"Résidence étudiante, 1992",724855,"8 Avenue Jean Jaurès, Lyon",64.8,"2 pièces, balcon",11186,1992.0,Résidence étudiante,2,False,45.8190116,4.9148956
1186,"Loft, 2001",597302,"4 Place Bellecour, Lyon",58.0,"5 pièces, duplex",10298,2001.0,Loft,5,False,45.8032198,4.7903931
1187,"Immeuble, 2005",235275,"27 Rue du Président Édouard Herriot, Lyon",31.0,Studio,7590,2005.0,Immeuble,1,False,45.7429178,4.7789671
1188,"Immeuble, 1975",754442,"4 Place Bellecour, Lyon",101.9,"3 pièces, terrasse",7404,1975.0,Immeuble,3,False,45.8622992,4.9011982
1189,"Loft, 1982",305498,"10 Rue de la République, Lyon",84.5,"2 pièces, balcon",3615,1982.0,Loft,2,False,45.7518688,4.8261085
1190,"Appartement, 1988",98555,"5 Rue Garibaldi, Lyon",69.5,3 pièces,1418,1988.0,Appartement,3,False,45.728116,4.8838659
1191,"Résidence étudiante, 2024",546483,"8 Avenue Jean Jaurès, Lyon",91.6,1 pièce,5966,2024.0,Résidence étudiante,1,False,45.8499377,4.828817
1192,"Maison individuelle, 1977",277614,"13 Rue de Marseille, Lyon",24.3,"2 pièces, balcon",11424,1977.0,Maison individuelle,2,False,45.7514744,4.7872812
1193,"Appartement, 2012",121028,"5 Rue Garibaldi, Lyon",61.3,2 pièces,1974,2012.0,Appartement,2,False,45.8640942,4.9475929
1194,"Penthouse, 1995",494645,"27 Rue du Président Édouard Herriot, Lyon",47.5,Studio,10414,1995.0,Penthouse,2,False,45.7661265,4.9240481
1195,"Résidence de standing, 1970",481897,"13 Rue de Marseille, Lyon",21.5,"3 pièces, ascenseur",22414,1970.0,Résidence de standing,3,False,45.6944569,4.7549147
1196,"Maison jumelée, 2014",522815,"10 Rue de la République, Lyon",32.1,"3 pièces, terrasse",16287,2014.0,Maison jumelée,3,False,45.7684351,4.9317205
1197,"Maison de ville, 1999",257686,"27 Rue du Président Édouard Herriot, Lyon",39.3,"3 pièces, terrasse",6557,1999.0,Maison de ville,3,False,45.7405114,4.9131185
1198,"Studio, 1991",608787,"27 Rue du Président Édouard Herriot, Lyon",83.4,2 pièces,7300,1991.0,Studio,2,False,45.75856,4.7953378
1199,"Maison jumelée, 2013",755994,"92 Quai Perrache, Lyon",54.1,"4 pièces, jardin",13974,2013.0,Maison jumelée,4,False,45.7360756,4.8504366
1200,"Maison de ville, 2010",314659,"25 Quai Saint-Antoine, Lyon",118.4,"5 pièces, duplex",2658,2010.0,Maison de ville,5,False,45.7019974,4.8288374
1201,"Immeuble, 2008",768296,"13 Rue de Marseille, Lyon",53.8,Studio,14281,2008.0,Immeuble,3,False,45.7586209,4.8704407
1202,"Loft, 2007",485619,"5 Rue Garibaldi, Lyon",61.6,1 pièce,7883,2007.0,Loft,1,False,45.7839224,4.8275588
1203,"Studio, 1976",365953,"2 Rue Victor Hugo, Lyon",57.2,"4 pièces, parking",6398,1976.0,Studio,4,False,45.7151116,4.8237132
1204,"Maison de ville, 1993",397192,"92 Quai Perrache, Lyon",102.7,"5 pièces, duplex",3867,1993.0,Maison de ville,5,False,45.7170196,4.9221937
1205,"Immeuble, 2005",631992,"2 Rue Victor Hugo, Lyon",56.3,"3 pièces, terrasse",11225,2005.0,Immeuble,3,False,45.7853464,4.9471509
1206,"Résidence étudiante, 1987",574718,"2 Rue Victor Hugo, Lyon",107.3,2 pièces,5356,1987.0,Résidence étudiante,2,False,45.849511,4.8802246
1207,"Loft, 2016",317034,"8 Avenue Jean Jaurès, Lyon",82.9,4 pièces,3824,2016.0,Loft,4,False,45.7528007,4.7575812
1208,"Résidence de standing, 2013",453763,"13 Rue de Marseille, Lyon",83.9,3 pièces,5408,2013.0,Résidence de standing,3,False,45.7071689,4.8422748
1209,"Immeuble, 1970",757258,"27 Rue du Président Édouard Herriot, Lyon",29.6,5 pièces,25583,1970.0,Immeuble,5,False,45.7310637,4.8162041
1210,"Résidence de standing, 2021",407966,"25 Quai Saint-Antoine, Lyon",55.2,2 pièces,7391,2021.0,Résidence de standing,2,False,45.8594786,4.9438573
1211,"Penthouse, 1972",399496,"8 Avenue Jean Jaurès, Lyon",95.5,"3 pièces, terrasse",4183,1972.0,Penthouse,3,False,45.7378967,4.8222931
1212,"Résidence de standing, 2001",590642,"8 Avenue Jean Jaurès, Lyon",25.9,"5 pièces, duplex",22805,2001.0,Résidence de standing,5,False,45.8134667,4.8182114
1213,"Studio, 2023",290240,"10 Rue de la République, Lyon",35.3,"4 pièces, jardin",8222,2023.0,Studio,4,False,45.865625,4.8094519
1214,"Studio, 2021",251862,"17 Rue Pasteur, Lyon",94.2,5 pièces,2674,2021.0,Studio,5,False,45.8577956,4.9321075
1215,"Loft, 1977",609430,"2 Rue Victor Hugo, Lyon",85.7,"4 pièces, parking",7111,1977.0,Loft,4,False,45.6986177,4.7799883
1216,"Maison jumelée, 2016",356234,"13 Rue de Marseille, Lyon",20.6,"4 pièces, parking",17293,2016.0,Maison jumelée,4,False,45.7605412,4.7796114
1217,"Penthouse, 2013",442561,"2 Rue Victor Hugo, Lyon",107.3,2 pièces,4125,2013.0,Penthouse,2,False,45.7645304,4.7539301
1218,"Maison jumelée, 1992",447416,"2 Rue Victor Hugo, Lyon",44.4,"3 pièces, terrasse",10077,1992.0,Maison jumelée,3,False,45.8379401,4.8828204
1219,"Appartement, 1992",155036,"13 Rue de Marseille, Lyon",104.7,"3 pièces, ascenseur",1481,1992.0,Appartement,3,False,45.828327,4.7634444
1220,"Penthouse, 2010",242313,"13 Rue de Marseille, Lyon",35.2,1 pièce,6884,2010.0,Penthouse,1,False,45.7750933,4.8401458
1221,"Maison jumelée, 2017",604389,"8 Avenue Jean Jaurès, Lyon",38.3,"4 pièces, parking",15780,2017.0,Maison jumelée,4,False,45.766136,4.8156758
1222,"Loft, 2015",550576,"27 Rue du Président Édouard Herriot, Lyon",67.0,"3 pièces, terrasse",8218,2015.0,Loft,3,False,45.7357588,4.8540727
1223,"Maison de ville, 2022",641820,"13 Rue de Marseille, Lyon",114.6,"5 pièces, duplex",5601,2022.0,Maison de ville,5,False,45.8190008,4.7950023
1224,"Maison de ville, 2012",796600,"4 Place Bellecour, Lyon",65.4,"4 pièces, jardin",12180,2012.0,Maison de ville,4,False,45.8187472,4.8575059
1225,"Immeuble, 1997",644696,"5 Rue Garibaldi, Lyon",95.8,4 pièces,6730,1997.0,Immeuble,4,False,45.8521683,4.8647906
1226,"Résidence étudiante, 1983",457651,"27 Rue du Président Édouard Herriot, Lyon",85.4,"5 pièces, duplex",5359,1983.0,Résidence étudiante,5,False,45.7393944,4.7789279
1227,"Studio, 1998",458989,"2 Rue Victor Hugo, Lyon",31.0,1 pièce,14806,1998.0,Studio,1,False,45.8541965,4.9399267
1228,"Penthouse, 2010",378896,"8 Avenue Jean Jaurès, Lyon",41.1,2 pièces,9219,2010.0,Penthouse,2,False,45.705342,4.7969937
1229,"Résidence de standing, 1980",300905,"17 Rue Pasteur, Lyon",39.3,"5 pièces, duplex",7657,1980.0,Résidence de standing,5,False,45.8524024,4.8893621
1230,"Maison individuelle, 1970",604213,"5 Rue Garibaldi, Lyon",70.7,3 pièces,8546,1970.0,Maison individuelle,3,False,45.7390467,4.915689
1231,"Maison individuelle, 1980",263254,"4 Place Bellecour, Lyon",117.5,1 pièce,2240,1980.0,Maison individuelle,1,False,45.7307478,4.887591
1232,"Résidence étudiante, 1997",716661,"2 Rue Victor Hugo, Lyon",23.8,Studio,30112,1997.0,Résidence étudiante,1,False,45.728036,4.8966058
1233,"Maison jumelée, 2011",330363,"5 Rue Garibaldi, Lyon",79.3,"4 pièces, parking",4166,2011.0,Maison jumelée,4,False,45.8414361,4.7739461
1234,"Maison individuelle, 1976",219797,"25 Quai Saint-Antoine, Lyon",49.0,"2 pièces, balcon",4486,1976.0,Maison individuelle,2,False,45.7168334,4.9159359
1235,"Penthouse, 1991",786463,"27 Rue du Président Édouard Herriot, Lyon",49.3,"4 pièces, jardin",15953,1991.0,Penthouse,4,False,45.8059313,4.7832929
1236,"Loft, 1981",775279,"2 Rue Victor Hugo, Lyon",118.1,1 pièce,6565,1981.0,Loft,1,False,45.8314501,4.8768206
1237,"Studio, 2019",452318,"17 Rue Pasteur, Lyon",104.9,1 pièce,4312,2019.0,Studio,1,False,45.7305611,4.881835
1238,"Résidence étudiante, 2006",500015,"13 Rue de Marseille, Lyon",95.4,"4 pièces, jardin",5241,2006.0,Résidence étudiante,4,False,45.7687469,4.8947557
1239,"Loft, 1996",507583,"2 Rue Victor Hugo, Lyon",30.2,1 pièce,16807,1996.0,Loft,1,False,45.7284419,4.8741404
1240,"Maison de ville, 2006",445683,"17 Rue Pasteur, Lyon",78.7,"3 pièces, terrasse",5663,2006.0,Maison de ville,3,False,45.8179453,4.7840232
1241,"Maison de ville, 1986",259223,"25 Quai Saint-Antoine, Lyon",102.5,"3 pièces, ascenseur",2529,1986.0,Maison de ville,3,False,45.8072622,4.7740943
1242,"Maison individuelle, 1974",796249,"27 Rue du Président Édouard Herriot, Lyon",103.1,"3 pièces, ascenseur",7723,1974.0,Maison individuelle,3,False,45.7254291,4.8038584
1243,"Loft, 1992",744577,"10 Rue de la République, Lyon",51.2,"4 pièces, parking",14543,1992.0,Loft,4,False,45.715648,4.7835391
1244,"Loft, 2000",583390,"8 Avenue Jean Jaurès, Lyon",48.5,2 pièces,12029,2000.0,Loft,2,False,45.816692,4.7788137
1245,"Résidence de standing, 1973",794983,"17 Rue Pasteur, Lyon",32.7,3 pièces,24311,1973.0,Résidence de standing,3,False,45.8233037,4.8699513
1246,"Maison jumelée, 2024",483745,"4 Place Bellecour, Lyon",63.9,Studio,7570,2024.0,Maison jumelée,2,False,45.7821513,4.8215471
1247,"Résidence étudiante, 2018",418577,"25 Quai Saint-Antoine, Lyon",47.8,"5 pièces, duplex",8757,2018.0,Résidence étudiante,5,False,45.6947985,4.7891601
1248,"Immeuble, 2020",360705,"27 Rue du Président Édouard Herriot, Lyon",76.0,3 pièces,4746,2020.0,Immeuble,3,False,45.8447624,4.8852192
1249,"Immeuble, 2007",753444,"27 Rue du Président Édouard Herriot, Lyon",42.0,Studio,17939,2007.0,Immeuble,1,False,45.7908211,4.836992
1250,"Studio, 1981",309981,"2 Rue Victor Hugo, Lyon",52.6,"4 pièces, jardin",5893,1981.0,Studio,4,False,45.7979965,4.8293898
1251,"Maison de ville, 2009",571562,"27 Rue du Président Édouard Herriot, Lyon",29.4,1 pièce,19441,2009.0,Maison de ville,1,False,45.7598284,4.8364178
1252,"Résidence étudiante, 1995",783053,"13 Rue de Marseille, Lyon",58.9,"3 pièces, terrasse",13295,1995.0,Résidence étudiante,3,False,45.8499044,4.9179553
1253,"Penthouse, 2011",293349,"10 Rue de la République, Lyon",64.0,"5 pièces, duplex",4584,2011.0,Penthouse,5,False,45.8546183,4.8829647
1254,"Loft, 1998",536222,"92 Quai Perrache, Lyon",56.2,4 pièces,9541,1998.0,Loft,4,False,45.6903372,4.9305717
1255,"Studio, 1976",349885,"25 Quai Saint-Antoine, Lyon",64.7,1 pièce,5408,1976.0,Studio,1,False,45.7965429,4.931555
1256,"Résidence de standing, 2012",248703,"92 Quai Perrache, Lyon",118.4,"5 pièces, duplex",2101,2012.0,Résidence de standing,5,False,45.8397035,4.8407031
1257,"Maison jumelée, 2019",247333,"13 Rue de Marseille, Lyon",25.8,5 pièces,9587,2019.0,Maison jumelée,5,False,45.6941604,4.90009
1258,"Maison individuelle, 1974",496139,"92 Quai Perrache, Lyon",83.8,"3 pièces, terrasse",5921,1974.0,Maison individuelle,3,False,45.6939325,4.9183748
1259,"Penthouse, 2022",748351,"8 Avenue Jean Jaurès, Lyon",20.5,"4 pièces, parking",36505,2022.0,Penthouse,4,False,45.7584442,4.8481268
1260,"Résidence étudiante, 2015",669766,"4 Place Bellecour, Lyon",62.8,1 pièce,10665,2015.0,Résidence étudiante,1,False,45.8453879,4.8254457
1261,"Maison individuelle, 1971",330678,"4 Place Bellecour, Lyon",31.3,"3 pièces, ascenseur",10565,1971.0,Maison individuelle,3,False,45.8669697,4.8766168
1262,"Résidence étudiante, 1974",732069,"17 Rue Pasteur, Lyon",41.4,Studio,17683,1974.0,Résidence étudiante,2,False,45.7864132,4.8377044
1263,"Studio, 2007",409732,"5 Rue Garibaldi, Lyon",32.7,1 pièce,12530,2007.0,Studio,1,False,45.7545757,4.7936311
1264,"Résidence de standing, 1974",370698,"92 Quai Perrache, Lyon",113.3,"4 pièces, jardin",3272,1974.0,Résidence de standing,4,False,45.7172043,4.8264243
1265,"Studio, 1983",391698,"2 Rue Victor Hugo, Lyon",102.6,"2 pièces, balcon",3818,1983.0,Studio,2,False,45.7452845,4.8140615
1266,"Maison de ville, 2003",621583,"10 Rue de la République, Lyon",56.7,3 pièces,10963,2003.0,Maison de ville,3,False,45.704606,4.873895
1267,"Penthouse, 1976",223373,"4 Place Bellecour, Lyon",101.7,"3 pièces, terrasse",2196,1976.0,Penthouse,3,False,45.8066639,4.7879506
1268,"Appartement, 1990",144202,"2 Rue Victor Hugo, Lyon",39.6,"2 pièces, balcon",3641,1990.0,Appartement,2,False,45.7439063,4.8565494
1269,"Appartement, 1996",113749,"5 Rue Garibaldi, Lyon",114.7,"3 pièces, terrasse",992,1996.0,Appartement,3,False,45.7769797,4.8428424
1270,"Résidence étudiante, 1978",771061,"2 Rue Victor Hugo, Lyon",69.1,3 pièces,11159,1978.0,Résidence étudiante,3,False,45.7570473,4.8392492
1271,"Loft, 1997",403533,"25 Quai Saint-Antoine, Lyon",67.0,2 pièces,6023,1997.0,Loft,2,False,45.8324064,4.8229545
1272,"Maison jumelée, 1986",605833,"10 Rue de la République, Lyon",117.9,"5 pièces, duplex",5139,1986.0,Maison jumelée,5,False,45.7582974,4.8437798
1273,"Résidence étudiante, 2024",551415,"10 Rue de la République, Lyon",19.4,4 pièces,28423,2024.0,Résidence étudiante,4,False,45.8089336,4.8717716
1274,"Résidence de standing, 1974",668732,"10 Rue de la République, Lyon",83.2,2 pièces,8038,1974.0,Résidence de standing,2,False,45.8250184,4.8481942
1275,"Loft, 2009",722423,"8 Avenue Jean Jaurès, Lyon",21.3,Studio,33917,2009.0,Loft,3,False,45.729043,4.9189818
1276,"Maison de ville, 1970",277368,"17 Rue Pasteur, Lyon",30.9,"3 pièces, ascenseur",8976,1970.0,Maison de ville,3,False,45.8272951,4.8952138
1277,"Résidence de standing, 1979",757023,"2 Rue Victor Hugo, Lyon",82.1,5 pièces,9221,1979.0,Résidence de standing,5,False,45.8523124,4.8172029
1278,"Maison jumelée, 1981",215151,"8 Avenue Jean Jaurès, Lyon",43.2,"2 pièces, balcon",4980,1981.0,Maison jumelée,2,False,45.7176827,4.8400257
1279,"Résidence de standing, 1987",485350,"27 Rue du Président Édouard Herriot, Lyon",64.5,"3 pièces, terrasse",7525,1987.0,Résidence de standing,3,False,45.7499794,4.9285834
1280,"Loft, 1981",453569,"8 Avenue Jean Jaurès, Lyon",102.1,"3 pièces, terrasse",4442,1981.0,Loft,3,False,45.7692941,4.8156986
1281,"Loft, 1977",291890,"17 Rue Pasteur, Lyon",98.7,"4 pièces, jardin",2957,1977.0,Loft,4,False,45.743337,4.8688458
1282,"Immeuble, 2003",627684,"13 Rue de Marseille, Lyon",105.6,4 pièces,5944,2003.0,Immeuble,4,False,45.8066319,4.8468059
1283,"Loft, 1995",642454,"27 Rue du Président Édouard Herriot, Lyon",18.7,"2 pièces, balcon",34356,1995.0,Loft,2,False,45.8684509,4.7781547
1284,"Maison individuelle, 2010",682162,"2 Rue Victor Hugo, Lyon",29.5,3 pièces,23124,2010.0,Maison individuelle,3,False,45.7319138,4.9187293
1285,"Immeuble, 1987",321353,"2 Rue Victor Hugo, Lyon",115.1,"2 pièces, balcon",2792,1987.0,Immeuble,2,False,45.8241693,4.8170148
1286,"Immeuble, 1989",543763,"27 Rue du Président Édouard Herriot, Lyon",23.1,"4 pièces, jardin",23540,1989.0,Immeuble,4,False,45.8232317,4.7788964
1287,"Maison individuelle, 2013",258173,"92 Quai Perrache, Lyon",110.1,"2 pièces, balcon",2345,2013.0,Maison individuelle,2,False,45.742178,4.9345505
1288,"Penthouse, 1989",454713,"5 Rue Garibaldi, Lyon",79.8,"3 pièces, ascenseur",5698,1989.0,Penthouse,3,False,45.8071276,4.8387163
1289,"Résidence étudiante, 1982",587131,"5 Rue Garibaldi, Lyon",69.8,"3 pièces, terrasse",8412,1982.0,Résidence étudiante,3,False,45.7100061,4.7872153
1290,"Appartement, 1984",105920,"8 Avenue Jean Jaurès, Lyon",104.1,"3 pièces, terrasse",1017,1984.0,Appartement,3,False,45.715648,4.8529074
1291,"Penthouse, 1982",459470,"2 Rue Victor Hugo, Lyon",56.4,"3 pièces, ascenseur",8147,1982.0,Penthouse,3,False,45.7259713,4.7953682
1292,"Maison individuelle, 2001",308109,"8 Avenue Jean Jaurès, Lyon",23.9,1 pièce,12892,2001.0,Maison individuelle,1,False,45.7660639,4.8193952
1293,"Maison individuelle, 1989",318219,"10 Rue de la République, Lyon",44.8,1 pièce,7103,1989.0,Maison individuelle,1,False,45.7194817,4.8258506
1294,"Studio, 1993",731605,"17 Rue Pasteur, Lyon",64.4,"4 pièces, jardin",11360,1993.0,Studio,4,False,45.8617807,4.8419823
1295,"Appartement, 1985",132989,"2 Rue Victor Hugo, Lyon",103.4,"2 pièces, balcon",1286,1985.0,Appartement,2,False,45.8559604,4.8863299
1296,"Appartement, 1976",154776,"5 Rue Garibaldi, Lyon",34.3,4 pièces,4512,1976.0,Appartement,4,False,45.7922338,4.9459423
1297,"Résidence étudiante, 1993",545632,"25 Quai Saint-Antoine, Lyon",102.6,5 pièces,5318,1993.0,Résidence étudiante,5,False,45.7097823,4.9213657
1298,"Penthouse, 2009",327805,"5 Rue Garibaldi, Lyon",69.8,"4 pièces, jardin",4696,2009.0,Penthouse,4,False,45.7244358,4.9083839
1299,"Appartement, 1998",119805,"8 Avenue Jean Jaurès, Lyon",91.5,"2 pièces, balcon",1309,1998.0,Appartement,2,False,45.7961185,4.8745763
1300,"Maison individuelle, 1981",530215,"17 Rue Pasteur, Lyon",28.2,"3 pièces, ascenseur",18802,1981.0,Maison individuelle,3,False,45.7823195,4.7547726
1301,"Maison jumelée, 1991",691029,"4 Place Bellecour, Lyon",54.9,"2 pièces, balcon",12587,1991.0,Maison jumelée,2,False,45.8483106,4.8487951
1302,"Penthouse, 1971",244330,"8 Avenue Jean Jaurès, Lyon",82.2,"4 pièces, parking",2972,1971.0,Penthouse,4,False,45.866161,4.8490329
1303,"Maison jumelée, 2010",317238,"92 Quai Perrache, Lyon",35.5,4 pièces,8936,2010.0,Maison jumelée,4,False,45.7957714,4.9166047
1304,"Penthouse, 1997",749092,"8 Avenue Jean Jaurès, Lyon",105.8,"4 pièces, parking",7080,1997.0,Penthouse,4,False,45.8493243,4.8957856
1305,"Appartement, 1972",107765,"27 Rue du Président Édouard Herriot, Lyon",118.6,5 pièces,909,1972.0,Appartement,5,False,45.8533621,4.907569
1306,"Penthouse, 1990",301854,"27 Rue du Président Édouard Herriot, Lyon",53.0,"4 pièces, parking",5695,1990.0,Penthouse,4,False,45.7546454,4.8732637
1307,"Maison jumelée, 1984",472609,"4 Place Bellecour, Lyon",62.6,Studio,7550,1984.0,Maison jumelée,1,False,45.7191582,4.9241562
1308,"Studio, 2006",519604,"8 Avenue Jean Jaurès, Lyon",95.7,"4 pièces, jardin",5430,2006.0,Studio,4,False,45.7231111,4.8008869
1309,"Studio, 1983",501094,"2 Rue Victor Hugo, Lyon",82.5,4 pièces,6074,1983.0,Studio,4,False,45.8001421,4.8386214
1310,"Appartement, 1992",138982,"10 Rue de la République, Lyon",70.6,"4 pièces, parking",1969,1992.0,Appartement,4,False,45.72785,4.9133709
1311,"Résidence de standing, 1977",554453,"92 Quai Perrache, Lyon",78.6,4 pièces,7054,1977.0,Résidence de standing,4,False,45.8309516,4.7536892
1312,"Résidence de standing, 2005",522863,"27 Rue du Président Édouard Herriot, Lyon",33.9,"4 pièces, parking",15424,2005.0,Résidence de standing,4,False,45.8231722,4.8733675
1313,"Résidence de standing, 2006",312069,"92 Quai Perrache, Lyon",106.1,1 pièce,2941,2006.0,Résidence de standing,1,False,45.8311345,4.8433204
1314,"Penthouse, 1978",275930,"2 Rue Victor Hugo, Lyon",43.0,"2 pièces, balcon",6417,1978.0,Penthouse,2,False,45.7466052,4.8732167
1315,"Maison individuelle, 2020",618627,"5 Rue Garibaldi, Lyon",108.1,2 pièces,5723,2020.0,Maison individuelle,2,False,45.7659552,4.8201136
